MULTI-THREADING THREAD 2 SIMULATION TABLE
Task #      Echelon      Priority      Request Code      Total Time      Start Time      End Time
 1951)      4             9            39253            10128ms          14947810ms      14957938ms
 1952)      4             9            30643             1348ms          14957988ms      14959336ms
 1953)      4             9            28693            12023ms          14959386ms      14971409ms
 1954)      4             9            38345              607ms          14971459ms      14972066ms
 1955)      4             9            31353            11842ms          14972116ms      14983958ms
 1956)      4             9            25899             2314ms          14984008ms      14986322ms
 1957)      4             9            63094            11404ms          14986372ms      14997776ms
 1958)      4             9            34492            11259ms          14997826ms      15009085ms
 1959)      4             9            57825            13204ms          15009135ms      15022339ms
 1960)      4             9            44799             7025ms          15022389ms      15029414ms
 1961)      4             9            50935             1374ms          15029464ms      15030838ms
 1962)      4             9            44643             2150ms          15030888ms      15033038ms
 1963)      4             9            60692             5002ms          15033088ms      15038090ms
 1964)      4             9             6865             4006ms          15038140ms      15042146ms
 1965)      4             9            26301            12184ms          15042196ms      15054380ms
 1966)      4             9            48089             1328ms          15054430ms      15055758ms
 1967)      4             9            39923             2061ms          15055808ms      15057869ms
 1968)      4            10            45418             7824ms          15057919ms      15065743ms
 1969)      4            10             3960             5841ms          15065793ms      15071634ms
 1970)      4            10            56222            17389ms          15071684ms      15089073ms
 1971)      4            10             3428            12935ms          15089123ms      15102058ms
 1972)      4            10            31632            15068ms          15102108ms      15117176ms
 1973)      4            10              273            10175ms          15117226ms      15127401ms
 1974)      4            10            35148             7466ms          15127451ms      15134917ms
 1975)      4            10            12219             4437ms          15134967ms      15139404ms
 1976)      4            10            43508            10815ms          15139454ms      15150269ms
 1977)      4            10            33645             2783ms          15150319ms      15153102ms
 1978)      4            10            11182            11524ms          15153152ms      15164676ms
 1979)      4            10            10346            11046ms          15164726ms      15175772ms
 1980)      4            10            50957            12314ms          15175822ms      15188136ms
 1981)      4            10            43847             8323ms          15188186ms      15196509ms
 1982)      4            10             5368             6198ms          15196559ms      15202757ms
 1983)      4            10             3490            10580ms          15202807ms      15213387ms
 1984)      4            10            34351             5878ms          15213437ms      15219315ms
 1985)      4            10            28426              163ms          15219365ms      15219528ms
 1986)      4            10            42007            16840ms          15219578ms      15236418ms
 1987)      4            10            38399             7371ms          15236468ms      15243839ms
 1988)      4            10            55888            13794ms          15243889ms      15257683ms
 1989)      4            10            23492             1629ms          15257733ms      15259362ms
 1990)      4            10            10299             6035ms          15259412ms      15265447ms
 1991)      4            10             6618             7600ms          15265497ms      15273097ms
 1992)      4            10            26174            12348ms          15273147ms      15285495ms
 1993)      4            10            19105            15870ms          15285545ms      15301415ms
 1994)      4            10            37889            15953ms          15301465ms      15317418ms
 1995)      4            10            54029             8742ms          15317468ms      15326210ms
 1996)      4            10             9666             3657ms          15326260ms      15329917ms
 1997)      4            10            30898            14277ms          15329967ms      15344244ms
 1998)      4            10            43793             5107ms          15344294ms      15349401ms
 1999)      4            10            44691            11888ms          15349451ms      15361339ms
 2000)      4            10            33440             9181ms          15361389ms      15370570ms
 2001)      4            10            35812              498ms          15370620ms      15371118ms
 2002)      4            10            28864              732ms          15371168ms      15371900ms
 2003)      4            10            22352             4652ms          15371950ms      15376602ms
 2004)      4            10            11710              130ms          15376652ms      15376782ms
 2005)      4            10            59393             9136ms          15376832ms      15385968ms
 2006)      4            10            42854             4679ms          15386018ms      15390697ms
 2007)      4            10            51502              706ms          15390747ms      15391453ms
 2008)      4            10             8285             8225ms          15391503ms      15399728ms
 2009)      4            10            40399             9003ms          15399778ms      15408781ms
 2010)      4            10             2305            15951ms          15408831ms      15424782ms
 2011)      4            10             4088            15025ms          15424832ms      15439857ms
 2012)      4            10            43928             4858ms          15439907ms      15444765ms
 2013)      4            10            29177             9324ms          15444815ms      15454139ms
 2014)      4            10            60957            13992ms          15454189ms      15468181ms
 2015)      4            10             5533             4691ms          15468231ms      15472922ms
 2016)      4            10            26833             9292ms          15472972ms      15482264ms
 2017)      4            10            46721             1828ms          15482314ms      15484142ms
 2018)      4            10            32084            12049ms          15484192ms      15496241ms
 2019)      4            10             8090            15090ms          15496291ms      15511381ms
 2020)      4            10            62313             8165ms          15511431ms      15519596ms
 2021)      4            10            23702            14402ms          15519646ms      15534048ms
 2022)      4            10            40458            12798ms          15534098ms      15546896ms
 2023)      5             1            44116            11863ms          15546946ms      15558809ms
 2024)      5             1            64290            12182ms          15558859ms      15571041ms
 2025)      5             1            63236             1593ms          15571091ms      15572684ms
 2026)      5             1            51374             2977ms          15572734ms      15575711ms
 2027)      5             1            63201             8564ms          15575761ms      15584325ms
 2028)      5             1             4198             8307ms          15584375ms      15592682ms
 2029)      5             1            46936            10823ms          15592732ms      15603555ms
 2030)      5             1            46993             5458ms          15603605ms      15609063ms
 2031)      5             1            12740             8560ms          15609113ms      15617673ms
 2032)      5             1            13917            14674ms          15617723ms      15632397ms
 2033)      5             1            42512             4988ms          15632447ms      15637435ms
 2034)      5             1             2937            16028ms          15637485ms      15653513ms
 2035)      5             1            22307            11259ms          15653563ms      15664822ms
 2036)      5             1            25512            16281ms          15664872ms      15681153ms
 2037)      5             1            21323             6423ms          15681203ms      15687626ms
 2038)      5             1            47963             9784ms          15687676ms      15697460ms
 2039)      5             1             5830             4934ms          15697510ms      15702444ms
 2040)      5             1            15154             6120ms          15702494ms      15708614ms
 2041)      5             1            27636             3726ms          15708664ms      15712390ms
 2042)      5             1            24269             5424ms          15712440ms      15717864ms
 2043)      5             1            43235             8006ms          15717914ms      15725920ms
 2044)      5             1             3177             9280ms          15725970ms      15735250ms
 2045)      5             1            56163             4932ms          15735300ms      15740232ms
 2046)      5             1            41071            12048ms          15740282ms      15752330ms
 2047)      5             1            53187            12096ms          15752380ms      15764476ms
 2048)      5             1            55158             2890ms          15764526ms      15767416ms
 2049)      5             1             2872             3361ms          15767466ms      15770827ms
 2050)      5             1            20016             5088ms          15770877ms      15775965ms
 2051)      5             1            63924            11582ms          15776015ms      15787597ms
 2052)      5             1            45545            11389ms          15787647ms      15799036ms
 2053)      5             1             2630             6206ms          15799086ms      15805292ms
 2054)      5             1            27866            12114ms          15805342ms      15817456ms
 2055)      5             1            12554             1849ms          15817506ms      15819355ms
 2056)      5             1            19392            12920ms          15819405ms      15832325ms
 2057)      5             1            30399             2937ms          15832375ms      15835312ms
 2058)      5             1             3241             5001ms          15835362ms      15840363ms
 2059)      5             1            34786             1197ms          15840413ms      15841610ms
 2060)      5             1               86              134ms          15841660ms      15841794ms
 2061)      5             1             4865             7882ms          15841844ms      15849726ms
 2062)      5             1            22375             1373ms          15849776ms      15851149ms
 2063)      5             1            31165            14302ms          15851199ms      15865501ms
 2064)      5             1            62963             1175ms          15865551ms      15866726ms
 2065)      5             1            63044             3010ms          15866776ms      15869786ms
 2066)      5             1            17582             3009ms          15869836ms      15872845ms
 2067)      5             1            26158              297ms          15872895ms      15873192ms
 2068)      5             1            33690             6251ms          15873242ms      15879493ms
 2069)      5             1            26890            10835ms          15879543ms      15890378ms
 2070)      5             1             8691             3474ms          15890428ms      15893902ms
 2071)      5             1             5666            13581ms          15893952ms      15907533ms
 2072)      5             1            63726             7854ms          15907583ms      15915437ms
 2073)      5             1            42558              925ms          15915487ms      15916412ms
 2074)      5             1            64458             3624ms          15916462ms      15920086ms
 2075)      5             2            18229             1369ms          15920136ms      15921505ms
 2076)      5             2            16556            10798ms          15921555ms      15932353ms
 2077)      5             2            59285            12380ms          15932403ms      15944783ms
 2078)      5             2             3643            12236ms          15944833ms      15957069ms
 2079)      5             2            20524             8482ms          15957119ms      15965601ms
 2080)      5             2            19916             7470ms          15965651ms      15973121ms
 2081)      5             2            38944            12272ms          15973171ms      15985443ms
 2082)      5             2            20276             3391ms          15985493ms      15988884ms
 2083)      5             2            52770             5036ms          15988934ms      15993970ms
 2084)      5             2            45171             1999ms          15994020ms      15996019ms
 2085)      5             2            58840             5364ms          15996069ms      16001433ms
 2086)      5             2             7403             3190ms          16001483ms      16004673ms
 2087)      5             2            22724             7975ms          16004723ms      16012698ms
 2088)      5             2            36730             5283ms          16012748ms      16018031ms
 2089)      5             2             6687             4088ms          16018081ms      16022169ms
 2090)      5             2            24386             5752ms          16022219ms      16027971ms
 2091)      5             2             3478             4688ms          16028021ms      16032709ms
 2092)      5             2            42562            10343ms          16032759ms      16043102ms
 2093)      5             2            19346             3001ms          16043152ms      16046153ms
 2094)      5             2             9599            11479ms          16046203ms      16057682ms
 2095)      5             2             6508             2171ms          16057732ms      16059903ms
 2096)      5             2            25438             9845ms          16059953ms      16069798ms
 2097)      5             2             5194            10195ms          16069848ms      16080043ms
 2098)      5             2            28190             1783ms          16080093ms      16081876ms
 2099)      5             2            42990             1205ms          16081926ms      16083131ms
 2100)      5             2            15624             1814ms          16083181ms      16084995ms
 2101)      5             2            54037             5233ms          16085045ms      16090278ms
 2102)      5             2            45608             9653ms          16090328ms      16099981ms
 2103)      5             2            18465             2660ms          16100031ms      16102691ms
 2104)      5             2            33758             3033ms          16102741ms      16105774ms
 2105)      5             2            38561             7874ms          16105824ms      16113698ms
 2106)      5             2             4688            11956ms          16113748ms      16125704ms
 2107)      5             2            61132             3035ms          16125754ms      16128789ms
 2108)      5             2            24209             3847ms          16128839ms      16132686ms
 2109)      5             2            19350             5256ms          16132736ms      16137992ms
 2110)      5             2             8572             4145ms          16138042ms      16142187ms
 2111)      5             2            36003            15504ms          16142237ms      16157741ms
 2112)      5             2            31701             2234ms          16157791ms      16160025ms
 2113)      5             2            20165            12023ms          16160075ms      16172098ms
 2114)      5             2            32840             9195ms          16172148ms      16181343ms
 2115)      5             2            39432            15000ms          16181393ms      16196393ms
 2116)      5             2             9671            10823ms          16196443ms      16207266ms
 2117)      5             2            33471            12608ms          16207316ms      16219924ms
 2118)      5             2            56868             4913ms          16219974ms      16224887ms
 2119)      5             2            44773             1584ms          16224937ms      16226521ms
 2120)      5             3            21836             1837ms          16226571ms      16228408ms
 2121)      5             3            34061            11520ms          16228458ms      16239978ms
 2122)      5             3            55555              958ms          16240028ms      16240986ms
 2123)      5             3             9539             9675ms          16241036ms      16250711ms
 2124)      5             3             3902            10449ms          16250761ms      16261210ms
 2125)      5             3            38873            15199ms          16261260ms      16276459ms
 2126)      5             3             5957             8588ms          16276509ms      16285097ms
 2127)      5             3            52091             9467ms          16285147ms      16294614ms
 2128)      5             3            52808              697ms          16294664ms      16295361ms
 2129)      5             3             7390            14652ms          16295411ms      16310063ms
 2130)      5             3             1438             1657ms          16310113ms      16311770ms
 2131)      5             3             1550             1866ms          16311820ms      16313686ms
 2132)      5             3            30589              728ms          16313736ms      16314464ms
 2133)      5             3             9778             9847ms          16314514ms      16324361ms
 2134)      5             3             4237            10706ms          16324411ms      16335117ms
 2135)      5             3            42438            16414ms          16335167ms      16351581ms
 2136)      5             3            35739             2656ms          16351631ms      16354287ms
 2137)      5             3            26162             6110ms          16354337ms      16360447ms
 2138)      5             3            28788            14071ms          16360497ms      16374568ms
 2139)      5             3            42610             3069ms          16374618ms      16377687ms
 2140)      5             3             9593             9471ms          16377737ms      16387208ms
 2141)      5             3            36073            16752ms          16387258ms      16404010ms
 2142)      5             3            21799             5672ms          16404060ms      16409732ms
 2143)      5             3             2298            14479ms          16409782ms      16424261ms
 2144)      5             3             9200             1960ms          16424311ms      16426271ms
 2145)      5             3            59662            11470ms          16426321ms      16437791ms
 2146)      5             3            11078             7626ms          16437841ms      16445467ms
 2147)      5             3            46126             3691ms          16445517ms      16449208ms
 2148)      5             3            47562             3592ms          16449258ms      16452850ms
 2149)      5             3             8775             9146ms          16452900ms      16462046ms
 2150)      5             3            51743             7700ms          16462096ms      16469796ms
 2151)      5             3             8760             6631ms          16469846ms      16476477ms
 2152)      5             3             2667              312ms          16476527ms      16476839ms
 2153)      5             3            64464             2685ms          16476889ms      16479574ms
 2154)      5             3            47249            14663ms          16479624ms      16494287ms
 2155)      5             3            25306            10479ms          16494337ms      16504816ms
 2156)      5             3            62062             6282ms          16504866ms      16511148ms
 2157)      5             3            29225            12623ms          16511198ms      16523821ms
 2158)      5             3            51976             7843ms          16523871ms      16531714ms
 2159)      5             3            48555             2153ms          16531764ms      16533917ms
 2160)      5             3            18844              721ms          16533967ms      16534688ms
 2161)      5             3            37297            12765ms          16534738ms      16547503ms
 2162)      5             3            44598             2725ms          16547553ms      16550278ms
 2163)      5             3            27329             2671ms          16550328ms      16552999ms
 2164)      5             4            22833             8816ms          16553049ms      16561865ms
 2165)      5             4            61930             7669ms          16561915ms      16569584ms
 2166)      5             4            23714             1489ms          16569634ms      16571123ms
 2167)      5             4            13735             6433ms          16571173ms      16577606ms
 2168)      5             4            32199             7843ms          16577656ms      16585499ms
 2169)      5             4             8189             9940ms          16585549ms      16595489ms
 2170)      5             4            61904             7698ms          16595539ms      16603237ms
 2171)      5             4            61230            10656ms          16603287ms      16613943ms
 2172)      5             4            50578             9915ms          16613993ms      16623908ms
 2173)      5             4            11073              499ms          16623958ms      16624457ms
 2174)      5             4            21784             7049ms          16624507ms      16631556ms
 2175)      5             4            18966             8041ms          16631606ms      16639647ms
 2176)      5             4            37351             4649ms          16639697ms      16644346ms
 2177)      5             4            62676            12103ms          16644396ms      16656499ms
 2178)      5             4            57198             8049ms          16656549ms      16664598ms
 2179)      5             4            26333             9073ms          16664648ms      16673721ms
 2180)      5             4            27849            11952ms          16673771ms      16685723ms
 2181)      5             4            40130             6943ms          16685773ms      16692716ms
 2182)      5             4            11129            16275ms          16692766ms      16709041ms
 2183)      5             4            33542             5035ms          16709091ms      16714126ms
 2184)      5             4             4868            12099ms          16714176ms      16726275ms
 2185)      5             4             4618             3271ms          16726325ms      16729596ms
 2186)      5             4            21452              770ms          16729646ms      16730416ms
 2187)      5             4            27863             7947ms          16730466ms      16738413ms
 2188)      5             4            49590            11321ms          16738463ms      16749784ms
 2189)      5             4            33677            16686ms          16749834ms      16766520ms
 2190)      5             4            41600            10986ms          16766570ms      16777556ms
 2191)      5             4            14587             1288ms          16777606ms      16778894ms
 2192)      5             4            63911             2420ms          16778944ms      16781364ms
 2193)      5             4            40686             7081ms          16781414ms      16788495ms
 2194)      5             4            48430             1527ms          16788545ms      16790072ms
 2195)      5             4            60586             6426ms          16790122ms      16796548ms
 2196)      5             4            48069            13630ms          16796598ms      16810228ms
 2197)      5             4            10298             6223ms          16810278ms      16816501ms
 2198)      5             4            30941            12949ms          16816551ms      16829500ms
 2199)      5             4            13465            10665ms          16829550ms      16840215ms
 2200)      5             4            47399            13966ms          16840265ms      16854231ms
 2201)      5             4            59300            13051ms          16854281ms      16867332ms
 2202)      5             4            39587             3302ms          16867382ms      16870684ms
 2203)      5             4            52071            14753ms          16870734ms      16885487ms
 2204)      5             5            54359            13142ms          16885537ms      16898679ms
 2205)      5             5            27006             6650ms          16898729ms      16905379ms
 2206)      5             5              195             3246ms          16905429ms      16908675ms
 2207)      5             5            34099             7840ms          16908725ms      16916565ms
 2208)      5             5            16588              981ms          16916615ms      16917596ms
 2209)      5             5            10782             2478ms          16917646ms      16920124ms
 2210)      5             5            59453             5665ms          16920174ms      16925839ms
 2211)      5             5            26203            13867ms          16925889ms      16939756ms
 2212)      5             5            19766            10436ms          16939806ms      16950242ms
 2213)      5             5            64462             6298ms          16950292ms      16956590ms
 2214)      5             5            12271            10229ms          16956640ms      16966869ms
 2215)      5             5            36064             8061ms          16966919ms      16974980ms
 2216)      5             5            23145            13416ms          16975030ms      16988446ms
 2217)      5             5            29064             2617ms          16988496ms      16991113ms
 2218)      5             5             7978             3515ms          16991163ms      16994678ms
 2219)      5             5            56637            15889ms          16994728ms      17010617ms
 2220)      5             5            27315             1576ms          17010667ms      17012243ms
 2221)      5             5            34321             2846ms          17012293ms      17015139ms
 2222)      5             5            63114             1782ms          17015189ms      17016971ms
 2223)      5             5            59113             5966ms          17017021ms      17022987ms
 2224)      5             5            25521              835ms          17023037ms      17023872ms
 2225)      5             5            62965            12343ms          17023922ms      17036265ms
 2226)      5             5            50103             6284ms          17036315ms      17042599ms
 2227)      5             5            46136            14936ms          17042649ms      17057585ms
 2228)      5             5            38694            15354ms          17057635ms      17072989ms
 2229)      5             5            41621             3394ms          17073039ms      17076433ms
 2230)      5             5            25265            13456ms          17076483ms      17089939ms
 2231)      5             5            61239             1090ms          17089989ms      17091079ms
 2232)      5             5            54065             9459ms          17091129ms      17100588ms
 2233)      5             5            13003             8265ms          17100638ms      17108903ms
 2234)      5             5            16863            14863ms          17108953ms      17123816ms
 2235)      5             5            32271            13280ms          17123866ms      17137146ms
 2236)      5             5              552             8081ms          17137196ms      17145277ms
 2237)      5             5              921            10584ms          17145327ms      17155911ms
 2238)      5             5            31467            13084ms          17155961ms      17169045ms
 2239)      5             5            36200             9074ms          17169095ms      17178169ms
 2240)      5             5            11393              751ms          17178219ms      17178970ms
 2241)      5             5            22916             7689ms          17179020ms      17186709ms
 2242)      5             5            37396             6712ms          17186759ms      17193471ms
 2243)      5             5            21910            16214ms          17193521ms      17209735ms
 2244)      5             5            14810             3486ms          17209785ms      17213271ms
 2245)      5             5            28101             2027ms          17213321ms      17215348ms
 2246)      5             5            24265             1956ms          17215398ms      17217354ms
 2247)      5             5            34132             2399ms          17217404ms      17219803ms
 2248)      5             5            21433              782ms          17219853ms      17220635ms
 2249)      5             5            19502            10248ms          17220685ms      17230933ms
 2250)      5             5             6461             2642ms          17230983ms      17233625ms
 2251)      5             5              150            11974ms          17233675ms      17245649ms
 2252)      5             5            25603             8853ms          17245699ms      17254552ms
 2253)      5             5            53640            16991ms          17254602ms      17271593ms
 2254)      5             5            21604             3922ms          17271643ms      17275565ms
 2255)      5             5            54552            16621ms          17275615ms      17292236ms
 2256)      5             5            60244              206ms          17292286ms      17292492ms
 2257)      5             5            40765            11467ms          17292542ms      17304009ms
 2258)      5             5            50654             8530ms          17304059ms      17312589ms
 2259)      5             5            45226            11903ms          17312639ms      17324542ms
 2260)      5             5            50565             3097ms          17324592ms      17327689ms
 2261)      5             5            39036            15267ms          17327739ms      17343006ms
 2262)      5             5            64999            11182ms          17343056ms      17354238ms
 2263)      5             5            30179             3852ms          17354288ms      17358140ms
 2264)      5             5             5999            14950ms          17358190ms      17373140ms
 2265)      5             6             6739             2649ms          17373190ms      17375839ms
 2266)      5             6              842             5794ms          17375889ms      17381683ms
 2267)      5             6             6494             1861ms          17381733ms      17383594ms
 2268)      5             6            21618             9334ms          17383644ms      17392978ms
 2269)      5             6             5636             4477ms          17393028ms      17397505ms
 2270)      5             6             2847             8753ms          17397555ms      17406308ms
 2271)      5             6            26499             4855ms          17406358ms      17411213ms
 2272)      5             6            26341             4899ms          17411263ms      17416162ms
 2273)      5             6            36714             9836ms          17416212ms      17426048ms
 2274)      5             6            58950            12654ms          17426098ms      17438752ms
 2275)      5             6            27962            17022ms          17438802ms      17455824ms
 2276)      5             6             7864             1150ms          17455874ms      17457024ms
 2277)      5             6            61554            13076ms          17457074ms      17470150ms
 2278)      5             6            29760             9551ms          17470200ms      17479751ms
 2279)      5             6            58737             8314ms          17479801ms      17488115ms
 2280)      5             6             2414             7004ms          17488165ms      17495169ms
 2281)      5             6             7704             8464ms          17495219ms      17503683ms
 2282)      5             6            64988             3955ms          17503733ms      17507688ms
 2283)      5             6            64181            13340ms          17507738ms      17521078ms
 2284)      5             6            15663             8227ms          17521128ms      17529355ms
 2285)      5             6            48969             2108ms          17529405ms      17531513ms
 2286)      5             6            56318             7343ms          17531563ms      17538906ms
 2287)      5             6            47925            15648ms          17538956ms      17554604ms
 2288)      5             6            10240             4136ms          17554654ms      17558790ms
 2289)      5             6            34293             9342ms          17558840ms      17568182ms
 2290)      5             6            12198            12412ms          17568232ms      17580644ms
 2291)      5             6            32738            12877ms          17580694ms      17593571ms
 2292)      5             6             6956            10660ms          17593621ms      17604281ms
 2293)      5             6            24750             7320ms          17604331ms      17611651ms
 2294)      5             6            50130             1093ms          17611701ms      17612794ms
 2295)      5             6            40195             8501ms          17612844ms      17621345ms
 2296)      5             6            41914            15268ms          17621395ms      17636663ms
 2297)      5             6              492            10268ms          17636713ms      17646981ms
 2298)      5             6            57633              542ms          17647031ms      17647573ms
 2299)      5             6            43913              678ms          17647623ms      17648301ms
 2300)      5             6            59411            17277ms          17648351ms      17665628ms
 2301)      5             6            16016             6697ms          17665678ms      17672375ms
 2302)      5             6            15711             6409ms          17672425ms      17678834ms
 2303)      5             6            11752             2481ms          17678884ms      17681365ms
 2304)      5             6            44075             8813ms          17681415ms      17690228ms
 2305)      5             6            62101             9564ms          17690278ms      17699842ms
 2306)      5             6            64223             7100ms          17699892ms      17706992ms
 2307)      5             6            48367            14479ms          17707042ms      17721521ms
 2308)      5             6             4431            15891ms          17721571ms      17737462ms
 2309)      5             6            32034             8507ms          17737512ms      17746019ms
 2310)      5             6            11581             3550ms          17746069ms      17749619ms
 2311)      5             6            40725             1469ms          17749669ms      17751138ms
 2312)      5             6             8402            10636ms          17751188ms      17761824ms
 2313)      5             7            65017              502ms          17761874ms      17762376ms
 2314)      5             7            26598             8157ms          17762426ms      17770583ms
 2315)      5             7            11649            10353ms          17770633ms      17780986ms
 2316)      5             7            48466            13032ms          17781036ms      17794068ms
 2317)      5             7              447             1311ms          17794118ms      17795429ms
 2318)      5             7            32739            15722ms          17795479ms      17811201ms
 2319)      5             7            58468             6185ms          17811251ms      17817436ms
 2320)      5             7            22182             3566ms          17817486ms      17821052ms
 2321)      5             7            59108            11235ms          17821102ms      17832337ms
 2322)      5             7            16428            14330ms          17832387ms      17846717ms
 2323)      5             7             1805            14471ms          17846767ms      17861238ms
 2324)      5             7            10975               78ms          17861288ms      17861366ms
 2325)      5             7            51369             8738ms          17861416ms      17870154ms
 2326)      5             7            49532            12116ms          17870204ms      17882320ms
 2327)      5             7            31530             3646ms          17882370ms      17886016ms
 2328)      5             7            13381              781ms          17886066ms      17886847ms
 2329)      5             7            39047            11944ms          17886897ms      17898841ms
 2330)      5             7            43832             8303ms          17898891ms      17907194ms
 2331)      5             7            52292             4137ms          17907244ms      17911381ms
 2332)      5             7            43177             6567ms          17911431ms      17917998ms
 2333)      5             7            38507             5615ms          17918048ms      17923663ms
 2334)      5             7             1138             4236ms          17923713ms      17927949ms
 2335)      5             7            37193             4813ms          17927999ms      17932812ms
 2336)      5             7              721             6526ms          17932862ms      17939388ms
 2337)      5             7            35669             8769ms          17939438ms      17948207ms
 2338)      5             7            44395            10261ms          17948257ms      17958518ms
 2339)      5             7            63602              648ms          17958568ms      17959216ms
 2340)      5             7            32508            10473ms          17959266ms      17969739ms
 2341)      5             7            22374              752ms          17969789ms      17970541ms
 2342)      5             7            29247             1101ms          17970591ms      17971692ms
 2343)      5             7            12080             2479ms          17971742ms      17974221ms
 2344)      5             7            63493             6439ms          17974271ms      17980710ms
 2345)      5             7            12555            11514ms          17980760ms      17992274ms
 2346)      5             7            40031                1ms          17992324ms      17992325ms
 2347)      5             7            43273            15465ms          17992375ms      18007840ms
 2348)      5             7            54990             6320ms          18007890ms      18014210ms
 2349)      5             7            24961             5142ms          18014260ms      18019402ms
 2350)      5             7            28375             8217ms          18019452ms      18027669ms
 2351)      5             7            16516            16369ms          18027719ms      18044088ms
 2352)      5             7            32155             6163ms          18044138ms      18050301ms
 2353)      5             7             3417             6027ms          18050351ms      18056378ms
 2354)      5             7            31348              803ms          18056428ms      18057231ms
 2355)      5             7            11437              346ms          18057281ms      18057627ms
 2356)      5             7            51589             6664ms          18057677ms      18064341ms
 2357)      5             7            28696             4700ms          18064391ms      18069091ms
 2358)      5             7            45012             9899ms          18069141ms      18079040ms
 2359)      5             7            62750             7375ms          18079090ms      18086465ms
 2360)      5             7            45221             1227ms          18086515ms      18087742ms
 2361)      5             7             4896             5206ms          18087792ms      18092998ms
 2362)      5             7            27635            10857ms          18093048ms      18103905ms
 2363)      5             7            33536             6871ms          18103955ms      18110826ms
 2364)      5             8            56797            11406ms          18110876ms      18122282ms
 2365)      5             8            23213              897ms          18122332ms      18123229ms
 2366)      5             8            16911             1771ms          18123279ms      18125050ms
 2367)      5             8            46619             3659ms          18125100ms      18128759ms
 2368)      5             8            58416             6612ms          18128809ms      18135421ms
 2369)      5             8             9593            10909ms          18135471ms      18146380ms
 2370)      5             8            26826             3765ms          18146430ms      18150195ms
 2371)      5             8            11289             5423ms          18150245ms      18155668ms
 2372)      5             8            44866             7406ms          18155718ms      18163124ms
 2373)      5             8            27181            11178ms          18163174ms      18174352ms
 2374)      5             8             7186            12392ms          18174402ms      18186794ms
 2375)      5             8            11447             4360ms          18186844ms      18191204ms
 2376)      5             8            33559            13285ms          18191254ms      18204539ms
 2377)      5             8             5982             2238ms          18204589ms      18206827ms
 2378)      5             8            15888            11543ms          18206877ms      18218420ms
 2379)      5             8            46623             9543ms          18218470ms      18228013ms
 2380)      5             8            25162             2307ms          18228063ms      18230370ms
 2381)      5             8             4489             6198ms          18230420ms      18236618ms
 2382)      5             8            47684            10574ms          18236668ms      18247242ms
 2383)      5             8            57685            11105ms          18247292ms      18258397ms
 2384)      5             8            22268              639ms          18258447ms      18259086ms
 2385)      5             8            39501             4571ms          18259136ms      18263707ms
 2386)      5             8             3884             1716ms          18263757ms      18265473ms
 2387)      5             8             6061             6762ms          18265523ms      18272285ms
 2388)      5             8            43819             1234ms          18272335ms      18273569ms
 2389)      5             8            10018            10407ms          18273619ms      18284026ms
 2390)      5             8            54525            11241ms          18284076ms      18295317ms
 2391)      5             8            51864             2399ms          18295367ms      18297766ms
 2392)      5             8            31507            13409ms          18297816ms      18311225ms
 2393)      5             8            51510            10036ms          18311275ms      18321311ms
 2394)      5             8            21344             1719ms          18321361ms      18323080ms
 2395)      5             8            26634              775ms          18323130ms      18323905ms
 2396)      5             8            31468             3085ms          18323955ms      18327040ms
 2397)      5             8            63626             2944ms          18327090ms      18330034ms
 2398)      5             8             7469            13351ms          18330084ms      18343435ms
 2399)      5             8            38760            12125ms          18343485ms      18355610ms
 2400)      5             8            43819            16503ms          18355660ms      18372163ms
