MULTI-THREADING THREAD 1 SIMULATION TABLE
Task #      Echelon      Priority      Request Code      Total Time      Start Time      End Time
 1970)      4            10            43641             9095ms          14609132ms      14618227ms
 1971)      4            10            37198             7003ms          14618277ms      14625280ms
 1972)      4            10            39294            17344ms          14625330ms      14642674ms
 1973)      4            10            26447             8140ms          14642724ms      14650864ms
 1974)      4            10            61134            12884ms          14650914ms      14663798ms
 1975)      4            10            11484             5085ms          14663848ms      14668933ms
 1976)      4            10            37895             5120ms          14668983ms      14674103ms
 1977)      4            10            44875             2248ms          14674153ms      14676401ms
 1978)      4            10            37235             2972ms          14676451ms      14679423ms
 1979)      4            10            65499            13556ms          14679473ms      14693029ms
 1980)      4            10            37146             2239ms          14693079ms      14695318ms
 1981)      4            10             2453             9294ms          14695368ms      14704662ms
 1982)      4            10            23987            14393ms          14704712ms      14719105ms
 1983)      4            10             9317             6180ms          14719155ms      14725335ms
 1984)      4            10            59073             1843ms          14725385ms      14727228ms
 1985)      4            10            62313             5048ms          14727278ms      14732326ms
 1986)      4            10            56949            11868ms          14732376ms      14744244ms
 1987)      4            10            58501             4373ms          14744294ms      14748667ms
 1988)      4            10            49348             2771ms          14748717ms      14751488ms
 1989)      4            10            55593             7723ms          14751538ms      14759261ms
 1990)      4            10            56569             4033ms          14759311ms      14763344ms
 1991)      4            10            60024             5060ms          14763394ms      14768454ms
 1992)      4            10            43755            12459ms          14768504ms      14780963ms
 1993)      4            10            37284             9867ms          14781013ms      14790880ms
 1994)      4            10            13592            12936ms          14790930ms      14803866ms
 1995)      4            10            31452            11383ms          14803916ms      14815299ms
 1996)      4            10            19047             4783ms          14815349ms      14820132ms
 1997)      4            10            64050             5325ms          14820182ms      14825507ms
 1998)      4            10            45199             9394ms          14825557ms      14834951ms
 1999)      4            10            54212             4337ms          14835001ms      14839338ms
 2000)      4            10            65229             5331ms          14839388ms      14844719ms
 2001)      4            10             5938             3754ms          14844769ms      14848523ms
 2002)      4            10            10603             1120ms          14848573ms      14849693ms
 2003)      4            10             6221             6963ms          14849743ms      14856706ms
 2004)      4            10            61776            11635ms          14856756ms      14868391ms
 2005)      4            10            32333             6872ms          14868441ms      14875313ms
 2006)      4            10            28698            10916ms          14875363ms      14886279ms
 2007)      4            10            52431              336ms          14886329ms      14886665ms
 2008)      4            10            53107             2380ms          14886715ms      14889095ms
 2009)      4            10             6740             8280ms          14889145ms      14897425ms
 2010)      4            10            64051             2958ms          14897475ms      14900433ms
 2011)      4            10            28763             2433ms          14900483ms      14902916ms
 2012)      4            10            55796             3449ms          14902966ms      14906415ms
 2013)      4            10            14537            11833ms          14906465ms      14918298ms
 2014)      4            10            47133             4637ms          14918348ms      14922985ms
 2015)      4            10            59655             6844ms          14923035ms      14929879ms
 2016)      4            10            10444             9808ms          14929929ms      14939737ms
 2017)      4            10            20278               63ms          14939787ms      14939850ms
 2018)      4            10            49015             9150ms          14939900ms      14949050ms
 2019)      4            10            27380             3362ms          14949100ms      14952462ms
 2020)      4            10             3347            11204ms          14952512ms      14963716ms
 2021)      5             1            42624             2071ms          14963766ms      14965837ms
 2022)      5             1             8597            13159ms          14965887ms      14979046ms
 2023)      5             1            16964             6981ms          14979096ms      14986077ms
 2024)      5             1            38831             5207ms          14986127ms      14991334ms
 2025)      5             1             3777            13316ms          14991384ms      15004700ms
 2026)      5             1             3987             5734ms          15004750ms      15010484ms
 2027)      5             1            44555            13669ms          15010534ms      15024203ms
 2028)      5             1             9970            12167ms          15024253ms      15036420ms
 2029)      5             1            23564            11141ms          15036470ms      15047611ms
 2030)      5             1            48403             1061ms          15047661ms      15048722ms
 2031)      5             1             3850             8006ms          15048772ms      15056778ms
 2032)      5             1            14766            11073ms          15056828ms      15067901ms
 2033)      5             1            56582            13034ms          15067951ms      15080985ms
 2034)      5             1             9525            12093ms          15081035ms      15093128ms
 2035)      5             1            57691            12799ms          15093178ms      15105977ms
 2036)      5             1            50936             4745ms          15106027ms      15110772ms
 2037)      5             1            10110            12590ms          15110822ms      15123412ms
 2038)      5             1            52734             4031ms          15123462ms      15127493ms
 2039)      5             1            51049            10630ms          15127543ms      15138173ms
 2040)      5             1             7123             5828ms          15138223ms      15144051ms
 2041)      5             1            37375            11982ms          15144101ms      15156083ms
 2042)      5             1            27628            12865ms          15156133ms      15168998ms
 2043)      5             1            25649            12174ms          15169048ms      15181222ms
 2044)      5             1             7629              569ms          15181272ms      15181841ms
 2045)      5             1            26744             4441ms          15181891ms      15186332ms
 2046)      5             1            62965             8967ms          15186382ms      15195349ms
 2047)      5             1            19663             1283ms          15195399ms      15196682ms
 2048)      5             1            24521             4676ms          15196732ms      15201408ms
 2049)      5             1            54046             2588ms          15201458ms      15204046ms
 2050)      5             1             6865            12979ms          15204096ms      15217075ms
 2051)      5             1            45020             7014ms          15217125ms      15224139ms
 2052)      5             1            64114             2339ms          15224189ms      15226528ms
 2053)      5             1            55042             3126ms          15226578ms      15229704ms
 2054)      5             1            11151            10262ms          15229754ms      15240016ms
 2055)      5             1            19125            13692ms          15240066ms      15253758ms
 2056)      5             1             3279             7249ms          15253808ms      15261057ms
 2057)      5             1            52090            13113ms          15261107ms      15274220ms
 2058)      5             1            24536             7979ms          15274270ms      15282249ms
 2059)      5             1            34034            15389ms          15282299ms      15297688ms
 2060)      5             1            48961            12393ms          15297738ms      15310131ms
 2061)      5             1            28543             8390ms          15310181ms      15318571ms
 2062)      5             1            58105             3143ms          15318621ms      15321764ms
 2063)      5             2            17891             7669ms          15321814ms      15329483ms
 2064)      5             2            53101             1964ms          15329533ms      15331497ms
 2065)      5             2            62646            16739ms          15331547ms      15348286ms
 2066)      5             2            46981             3360ms          15348336ms      15351696ms
 2067)      5             2            51588            11640ms          15351746ms      15363386ms
 2068)      5             2            32615            13636ms          15363436ms      15377072ms
 2069)      5             2            50729            13520ms          15377122ms      15390642ms
 2070)      5             2            58688             4554ms          15390692ms      15395246ms
 2071)      5             2            46412             7165ms          15395296ms      15402461ms
 2072)      5             2            59712             3077ms          15402511ms      15405588ms
 2073)      5             2            19236             7785ms          15405638ms      15413423ms
 2074)      5             2            39356            13202ms          15413473ms      15426675ms
 2075)      5             2            11520             2731ms          15426725ms      15429456ms
 2076)      5             2            37813             3597ms          15429506ms      15433103ms
 2077)      5             2            47060            10638ms          15433153ms      15443791ms
 2078)      5             2            56162              475ms          15443841ms      15444316ms
 2079)      5             2             4730            15816ms          15444366ms      15460182ms
 2080)      5             2             7684            13388ms          15460232ms      15473620ms
 2081)      5             2            60188             9705ms          15473670ms      15483375ms
 2082)      5             2            10702             9044ms          15483425ms      15492469ms
 2083)      5             2             6195             4654ms          15492519ms      15497173ms
 2084)      5             2            30058            14540ms          15497223ms      15511763ms
 2085)      5             2            33606            11117ms          15511813ms      15522930ms
 2086)      5             2            51206            11189ms          15522980ms      15534169ms
 2087)      5             2            19479            13060ms          15534219ms      15547279ms
 2088)      5             2            27029            13833ms          15547329ms      15561162ms
 2089)      5             2            31252             7536ms          15561212ms      15568748ms
 2090)      5             2            25657            12464ms          15568798ms      15581262ms
 2091)      5             2            27139             5761ms          15581312ms      15587073ms
 2092)      5             2            41577            12085ms          15587123ms      15599208ms
 2093)      5             2            17812              291ms          15599258ms      15599549ms
 2094)      5             2            12936              716ms          15599599ms      15600315ms
 2095)      5             2            31254             5698ms          15600365ms      15606063ms
 2096)      5             2            15611             8577ms          15606113ms      15614690ms
 2097)      5             2            12054             9813ms          15614740ms      15624553ms
 2098)      5             2            34900            13118ms          15624603ms      15637721ms
 2099)      5             2            58322             7352ms          15637771ms      15645123ms
 2100)      5             2            53216             6853ms          15645173ms      15652026ms
 2101)      5             2              789            12851ms          15652076ms      15664927ms
 2102)      5             2            49314              843ms          15664977ms      15665820ms
 2103)      5             3            50807             1426ms          15665870ms      15667296ms
 2104)      5             3            37561            14456ms          15667346ms      15681802ms
 2105)      5             3            39212            13953ms          15681852ms      15695805ms
 2106)      5             3             6087             7489ms          15695855ms      15703344ms
 2107)      5             3            37818             4082ms          15703394ms      15707476ms
 2108)      5             3            64116             8538ms          15707526ms      15716064ms
 2109)      5             3            11986             6366ms          15716114ms      15722480ms
 2110)      5             3             3105            10954ms          15722530ms      15733484ms
 2111)      5             3            36715            12094ms          15733534ms      15745628ms
 2112)      5             3            51348             6376ms          15745678ms      15752054ms
 2113)      5             3            60812             9776ms          15752104ms      15761880ms
 2114)      5             3            53782            11125ms          15761930ms      15773055ms
 2115)      5             3            39888              187ms          15773105ms      15773292ms
 2116)      5             3            10841             9569ms          15773342ms      15782911ms
 2117)      5             3            25184             2487ms          15782961ms      15785448ms
 2118)      5             3            51080            12527ms          15785498ms      15798025ms
 2119)      5             3            19380            11391ms          15798075ms      15809466ms
 2120)      5             3            58434             6738ms          15809516ms      15816254ms
 2121)      5             3            34774             5034ms          15816304ms      15821338ms
 2122)      5             3            58566            11287ms          15821388ms      15832675ms
 2123)      5             3            64281             8993ms          15832725ms      15841718ms
 2124)      5             3            53831             5468ms          15841768ms      15847236ms
 2125)      5             3            28780            11844ms          15847286ms      15859130ms
 2126)      5             3             1020            10626ms          15859180ms      15869806ms
 2127)      5             3            60202             8215ms          15869856ms      15878071ms
 2128)      5             3            40874             5824ms          15878121ms      15883945ms
 2129)      5             3             2111             6971ms          15883995ms      15890966ms
 2130)      5             3            13307             7707ms          15891016ms      15898723ms
 2131)      5             3            36382             4305ms          15898773ms      15903078ms
 2132)      5             3             3523            11544ms          15903128ms      15914672ms
 2133)      5             3            55447             5947ms          15914722ms      15920669ms
 2134)      5             3            13872             9318ms          15920719ms      15930037ms
 2135)      5             3             7169            10555ms          15930087ms      15940642ms
 2136)      5             3            16064            10056ms          15940692ms      15950748ms
 2137)      5             3             8839             9211ms          15950798ms      15960009ms
 2138)      5             3            41478            12451ms          15960059ms      15972510ms
 2139)      5             3            36526             5630ms          15972560ms      15978190ms
 2140)      5             3            51118             5083ms          15978240ms      15983323ms
 2141)      5             3            20697             6591ms          15983373ms      15989964ms
 2142)      5             3            50246             1311ms          15990014ms      15991325ms
 2143)      5             3            62875            10731ms          15991375ms      16002106ms
 2144)      5             3            15866            10128ms          16002156ms      16012284ms
 2145)      5             3            52863            12406ms          16012334ms      16024740ms
 2146)      5             3            54362            11732ms          16024790ms      16036522ms
 2147)      5             3            56801            12754ms          16036572ms      16049326ms
 2148)      5             3            62916            11962ms          16049376ms      16061338ms
 2149)      5             4            63808             7594ms          16061388ms      16068982ms
 2150)      5             4            30478             5870ms          16069032ms      16074902ms
 2151)      5             4            46526            17629ms          16074952ms      16092581ms
 2152)      5             4            46007             2718ms          16092631ms      16095349ms
 2153)      5             4            35030             6589ms          16095399ms      16101988ms
 2154)      5             4            38966            10246ms          16102038ms      16112284ms
 2155)      5             4            28219             4204ms          16112334ms      16116538ms
 2156)      5             4            30472             8305ms          16116588ms      16124893ms
 2157)      5             4            59390            11422ms          16124943ms      16136365ms
 2158)      5             4             5197             8723ms          16136415ms      16145138ms
 2159)      5             4             7736            10204ms          16145188ms      16155392ms
 2160)      5             4            40428            13044ms          16155442ms      16168486ms
 2161)      5             4             5946             7370ms          16168536ms      16175906ms
 2162)      5             4             5733             3632ms          16175956ms      16179588ms
 2163)      5             4             6156            10887ms          16179638ms      16190525ms
 2164)      5             4            33108             5441ms          16190575ms      16196016ms
 2165)      5             4            48553             9330ms          16196066ms      16205396ms
 2166)      5             4            59340             3216ms          16205446ms      16208662ms
 2167)      5             4            33117             8156ms          16208712ms      16216868ms
 2168)      5             4            30559             8340ms          16216918ms      16225258ms
 2169)      5             4            60009             3987ms          16225308ms      16229295ms
 2170)      5             4            35227            13501ms          16229345ms      16242846ms
 2171)      5             4            40269             8607ms          16242896ms      16251503ms
 2172)      5             4            20348            13230ms          16251553ms      16264783ms
 2173)      5             4            37372             4855ms          16264833ms      16269688ms
 2174)      5             4            30941              710ms          16269738ms      16270448ms
 2175)      5             4            24681             7815ms          16270498ms      16278313ms
 2176)      5             4            53332             3756ms          16278363ms      16282119ms
 2177)      5             4            28655             9371ms          16282169ms      16291540ms
 2178)      5             4            40897            12024ms          16291590ms      16303614ms
 2179)      5             4            43442            17731ms          16303664ms      16321395ms
 2180)      5             4             6612             8059ms          16321445ms      16329504ms
 2181)      5             4            44022             8260ms          16329554ms      16337814ms
 2182)      5             4            58792             7877ms          16337864ms      16345741ms
 2183)      5             4            28001             2916ms          16345791ms      16348707ms
 2184)      5             4            51896             8205ms          16348757ms      16356962ms
 2185)      5             4            29345            13381ms          16357012ms      16370393ms
 2186)      5             4            22703            13768ms          16370443ms      16384211ms
 2187)      5             4            48136            12462ms          16384261ms      16396723ms
 2188)      5             4            41984            13830ms          16396773ms      16410603ms
 2189)      5             4            36910            12518ms          16410653ms      16423171ms
 2190)      5             4            31119            10368ms          16423221ms      16433589ms
 2191)      5             4            18470            13832ms          16433639ms      16447471ms
 2192)      5             4            38937              263ms          16447521ms      16447784ms
 2193)      5             4             6689             8566ms          16447834ms      16456400ms
 2194)      5             4            41573             5315ms          16456450ms      16461765ms
 2195)      5             4            15555            12321ms          16461815ms      16474136ms
 2196)      5             4             3060             9264ms          16474186ms      16483450ms
 2197)      5             4            31501             4377ms          16483500ms      16487877ms
 2198)      5             4            10908            13583ms          16487927ms      16501510ms
 2199)      5             4             1441             6012ms          16501560ms      16507572ms
 2200)      5             4            64228            11449ms          16507622ms      16519071ms
 2201)      5             4            35770             1750ms          16519121ms      16520871ms
 2202)      5             4            25550             1156ms          16520921ms      16522077ms
 2203)      5             4            29582             5383ms          16522127ms      16527510ms
 2204)      5             5            59506             5184ms          16527560ms      16532744ms
 2205)      5             5            48412             6436ms          16532794ms      16539230ms
 2206)      5             5            25890            11764ms          16539280ms      16551044ms
 2207)      5             5            44364             3638ms          16551094ms      16554732ms
 2208)      5             5             8532            13158ms          16554782ms      16567940ms
 2209)      5             5            58312             1012ms          16567990ms      16569002ms
 2210)      5             5            45212            10495ms          16569052ms      16579547ms
 2211)      5             5             8748             7233ms          16579597ms      16586830ms
 2212)      5             5             6803             2306ms          16586880ms      16589186ms
 2213)      5             5             7295             7822ms          16589236ms      16597058ms
 2214)      5             5            43348             1750ms          16597108ms      16598858ms
 2215)      5             5            42538             4913ms          16598908ms      16603821ms
 2216)      5             5            54088             2205ms          16603871ms      16606076ms
 2217)      5             5            31186            10001ms          16606126ms      16616127ms
 2218)      5             5            32534            15886ms          16616177ms      16632063ms
 2219)      5             5            62397            14579ms          16632113ms      16646692ms
 2220)      5             5            10525            16420ms          16646742ms      16663162ms
 2221)      5             5            23371            11799ms          16663212ms      16675011ms
 2222)      5             5            61792             1726ms          16675061ms      16676787ms
 2223)      5             5            49880             9287ms          16676837ms      16686124ms
 2224)      5             5            64765             4070ms          16686174ms      16690244ms
 2225)      5             5            59212             7661ms          16690294ms      16697955ms
 2226)      5             5            56664             9952ms          16698005ms      16707957ms
 2227)      5             5            64329            11869ms          16708007ms      16719876ms
 2228)      5             5            58047             2193ms          16719926ms      16722119ms
 2229)      5             5            55773             6844ms          16722169ms      16729013ms
 2230)      5             5            53791             4219ms          16729063ms      16733282ms
 2231)      5             5            25630            13149ms          16733332ms      16746481ms
 2232)      5             5            16200             4592ms          16746531ms      16751123ms
 2233)      5             5            37553            10677ms          16751173ms      16761850ms
 2234)      5             5            45921            11174ms          16761900ms      16773074ms
 2235)      5             5            30851              519ms          16773124ms      16773643ms
 2236)      5             5            38131             2174ms          16773693ms      16775867ms
 2237)      5             5            53089             3299ms          16775917ms      16779216ms
 2238)      5             5            34433            11886ms          16779266ms      16791152ms
 2239)      5             5            17937             8795ms          16791202ms      16799997ms
 2240)      5             5             7115             7635ms          16800047ms      16807682ms
 2241)      5             5            31166             6193ms          16807732ms      16813925ms
 2242)      5             5            47243            13590ms          16813975ms      16827565ms
 2243)      5             5            47371             6349ms          16827615ms      16833964ms
 2244)      5             5            20849              109ms          16834014ms      16834123ms
 2245)      5             5            25707              752ms          16834173ms      16834925ms
 2246)      5             5            29745              224ms          16834975ms      16835199ms
 2247)      5             5            40792             5709ms          16835249ms      16840958ms
 2248)      5             5            33744             5139ms          16841008ms      16846147ms
 2249)      5             5            59599             4197ms          16846197ms      16850394ms
 2250)      5             5            62120             3740ms          16850444ms      16854184ms
 2251)      5             5            14877            17168ms          16854234ms      16871402ms
 2252)      5             5            22116               69ms          16871452ms      16871521ms
 2253)      5             5            21723            14313ms          16871571ms      16885884ms
 2254)      5             5             5211              575ms          16885934ms      16886509ms
 2255)      5             5             5559             6343ms          16886559ms      16892902ms
 2256)      5             5            54001             7087ms          16892952ms      16900039ms
 2257)      5             5            35552            10323ms          16900089ms      16910412ms
 2258)      5             5            13475             9903ms          16910462ms      16920365ms
 2259)      5             5            28685            12011ms          16920415ms      16932426ms
 2260)      5             5            21034             4373ms          16932476ms      16936849ms
 2261)      5             6            56765             3109ms          16936899ms      16940008ms
 2262)      5             6            14130             2082ms          16940058ms      16942140ms
 2263)      5             6              457            15806ms          16942190ms      16957996ms
 2264)      5             6            40449             4731ms          16958046ms      16962777ms
 2265)      5             6            27150             3258ms          16962827ms      16966085ms
 2266)      5             6            26595             2323ms          16966135ms      16968458ms
 2267)      5             6            56556            15828ms          16968508ms      16984336ms
 2268)      5             6            42994             1641ms          16984386ms      16986027ms
 2269)      5             6            63433             8133ms          16986077ms      16994210ms
 2270)      5             6            30582             7279ms          16994260ms      17001539ms
 2271)      5             6            10776            11780ms          17001589ms      17013369ms
 2272)      5             6            10745            13599ms          17013419ms      17027018ms
 2273)      5             6            54897             7951ms          17027068ms      17035019ms
 2274)      5             6            49517              177ms          17035069ms      17035246ms
 2275)      5             6            25976             6550ms          17035296ms      17041846ms
 2276)      5             6            24758             4350ms          17041896ms      17046246ms
 2277)      5             6            32946            12859ms          17046296ms      17059155ms
 2278)      5             6            25283             1022ms          17059205ms      17060227ms
 2279)      5             6            40375             7920ms          17060277ms      17068197ms
 2280)      5             6            57128             7919ms          17068247ms      17076166ms
 2281)      5             6            14925            12946ms          17076216ms      17089162ms
 2282)      5             6            22204              692ms          17089212ms      17089904ms
 2283)      5             6            38277             9130ms          17089954ms      17099084ms
 2284)      5             6            56381             9026ms          17099134ms      17108160ms
 2285)      5             6            25729              756ms          17108210ms      17108966ms
 2286)      5             6            56272             5023ms          17109016ms      17114039ms
 2287)      5             6            20001            10017ms          17114089ms      17124106ms
 2288)      5             6            15291            11345ms          17124156ms      17135501ms
 2289)      5             6            63402            12890ms          17135551ms      17148441ms
 2290)      5             6            23083             8662ms          17148491ms      17157153ms
 2291)      5             6            10870             6904ms          17157203ms      17164107ms
 2292)      5             6            44736             7998ms          17164157ms      17172155ms
 2293)      5             6            40664             8942ms          17172205ms      17181147ms
 2294)      5             6            12719             5476ms          17181197ms      17186673ms
 2295)      5             6            44364            11091ms          17186723ms      17197814ms
 2296)      5             6            30146             3819ms          17197864ms      17201683ms
 2297)      5             6            30577             2985ms          17201733ms      17204718ms
 2298)      5             6            41622             1408ms          17204768ms      17206176ms
 2299)      5             6            29551             2406ms          17206226ms      17208632ms
 2300)      5             6             6216            10024ms          17208682ms      17218706ms
 2301)      5             6            24646             9755ms          17218756ms      17228511ms
 2302)      5             6            46876            12150ms          17228561ms      17240711ms
 2303)      5             6            25630            11544ms          17240761ms      17252305ms
 2304)      5             6            26578              844ms          17252355ms      17253199ms
 2305)      5             7             7106            10028ms          17253249ms      17263277ms
 2306)      5             7            44414             7432ms          17263327ms      17270759ms
 2307)      5             7            13476            11224ms          17270809ms      17282033ms
 2308)      5             7            51428             2804ms          17282083ms      17284887ms
 2309)      5             7             3354            13922ms          17284937ms      17298859ms
 2310)      5             7            33724             8661ms          17298909ms      17307570ms
 2311)      5             7            23321             4918ms          17307620ms      17312538ms
 2312)      5             7            42710            13273ms          17312588ms      17325861ms
 2313)      5             7            63417            11622ms          17325911ms      17337533ms
 2314)      5             7            51750             5601ms          17337583ms      17343184ms
 2315)      5             7            39942            11518ms          17343234ms      17354752ms
 2316)      5             7            27449             6421ms          17354802ms      17361223ms
 2317)      5             7            35957            13685ms          17361273ms      17374958ms
 2318)      5             7            50583             6500ms          17375008ms      17381508ms
 2319)      5             7            44930            11668ms          17381558ms      17393226ms
 2320)      5             7             7373             4655ms          17393276ms      17397931ms
 2321)      5             7            32198             8019ms          17397981ms      17406000ms
 2322)      5             7            11509             9131ms          17406050ms      17415181ms
 2323)      5             7            53112             8475ms          17415231ms      17423706ms
 2324)      5             7            12422             3023ms          17423756ms      17426779ms
 2325)      5             7            34887            10684ms          17426829ms      17437513ms
 2326)      5             7            56092             8756ms          17437563ms      17446319ms
 2327)      5             7            36412            10776ms          17446369ms      17457145ms
 2328)      5             7             2295             8302ms          17457195ms      17465497ms
 2329)      5             7            39939            15826ms          17465547ms      17481373ms
 2330)      5             7            58539            10210ms          17481423ms      17491633ms
 2331)      5             7            13055            12131ms          17491683ms      17503814ms
 2332)      5             7            57886            11562ms          17503864ms      17515426ms
 2333)      5             7            48405             6705ms          17515476ms      17522181ms
 2334)      5             7             9204              179ms          17522231ms      17522410ms
 2335)      5             7            29833             2578ms          17522460ms      17525038ms
 2336)      5             7            16861            11761ms          17525088ms      17536849ms
 2337)      5             7            25333             7913ms          17536899ms      17544812ms
 2338)      5             7            30540              585ms          17544862ms      17545447ms
 2339)      5             7            53240            11598ms          17545497ms      17557095ms
 2340)      5             7            34570             7222ms          17557145ms      17564367ms
 2341)      5             7            45671             4574ms          17564417ms      17568991ms
 2342)      5             7            27418             5368ms          17569041ms      17574409ms
 2343)      5             7            27443             4855ms          17574459ms      17579314ms
 2344)      5             7            64745            12132ms          17579364ms      17591496ms
 2345)      5             7            26963            10527ms          17591546ms      17602073ms
 2346)      5             7            42272             5739ms          17602123ms      17607862ms
 2347)      5             7            15130            13779ms          17607912ms      17621691ms
 2348)      5             7            34337             8299ms          17621741ms      17630040ms
 2349)      5             7            52291             2422ms          17630090ms      17632512ms
 2350)      5             7            59438             8722ms          17632562ms      17641284ms
 2351)      5             7            63051             7082ms          17641334ms      17648416ms
 2352)      5             8             9596             7494ms          17648466ms      17655960ms
 2353)      5             8            11769             4430ms          17656010ms      17660440ms
 2354)      5             8            18704             6894ms          17660490ms      17667384ms
 2355)      5             8            14846            14232ms          17667434ms      17681666ms
 2356)      5             8             2674             4265ms          17681716ms      17685981ms
 2357)      5             8            53008            15342ms          17686031ms      17701373ms
 2358)      5             8            44481              830ms          17701423ms      17702253ms
 2359)      5             8            30404             1706ms          17702303ms      17704009ms
 2360)      5             8            58128             6196ms          17704059ms      17710255ms
 2361)      5             8             5156            11406ms          17710305ms      17721711ms
 2362)      5             8            25895             6319ms          17721761ms      17728080ms
 2363)      5             8             5777            16017ms          17728130ms      17744147ms
 2364)      5             8            26205             9867ms          17744197ms      17754064ms
 2365)      5             8            23284            11952ms          17754114ms      17766066ms
 2366)      5             8            24398            10787ms          17766116ms      17776903ms
 2367)      5             8            18969            11346ms          17776953ms      17788299ms
 2368)      5             8            33875             5768ms          17788349ms      17794117ms
 2369)      5             8            28267             5143ms          17794167ms      17799310ms
 2370)      5             8             9122             5445ms          17799360ms      17804805ms
 2371)      5             8            13273            13010ms          17804855ms      17817865ms
 2372)      5             8            12018             1242ms          17817915ms      17819157ms
 2373)      5             8             8100            13906ms          17819207ms      17833113ms
 2374)      5             8            19067            10157ms          17833163ms      17843320ms
 2375)      5             8            44794             9835ms          17843370ms      17853205ms
 2376)      5             8            50281            13708ms          17853255ms      17866963ms
 2377)      5             8            42738             1601ms          17867013ms      17868614ms
 2378)      5             8             9558            16448ms          17868664ms      17885112ms
 2379)      5             8             6300            13763ms          17885162ms      17898925ms
 2380)      5             8            59496             6373ms          17898975ms      17905348ms
 2381)      5             8            52055             1685ms          17905398ms      17907083ms
 2382)      5             8             7259             8581ms          17907133ms      17915714ms
 2383)      5             8            12553            16247ms          17915764ms      17932011ms
 2384)      5             8            17488            15195ms          17932061ms      17947256ms
 2385)      5             8            35179            13376ms          17947306ms      17960682ms
 2386)      5             8            34308             5929ms          17960732ms      17966661ms
 2387)      5             8            26457            12206ms          17966711ms      17978917ms
 2388)      5             8            54166             7245ms          17978967ms      17986212ms
 2389)      5             8            46332             1005ms          17986262ms      17987267ms
 2390)      5             8             2984            17735ms          17987317ms      18005052ms
 2391)      5             8             7415             9464ms          18005102ms      18014566ms
 2392)      5             8            50421             4776ms          18014616ms      18019392ms
 2393)      5             8            38194               41ms          18019442ms      18019483ms
 2394)      5             8            39844             9050ms          18019533ms      18028583ms
 2395)      5             8            16995             1462ms          18028633ms      18030095ms
 2396)      5             8            23458            14495ms          18030145ms      18044640ms
 2397)      5             8            61315             1069ms          18044690ms      18045759ms
 2398)      5             8            53621             1635ms          18045809ms      18047444ms
 2399)      5             9            27139             1381ms          18047494ms      18048875ms
 2400)      5             9            39235             8719ms          18048925ms      18057644ms
 2401)      5             9            41075             3516ms          18057694ms      18061210ms
 2402)      5             9            29774             1695ms          18061260ms      18062955ms
 2403)      5             9             1993             3634ms          18063005ms      18066639ms
 2404)      5             9            22544             7986ms          18066689ms      18074675ms
 2405)      5             9            10869             9346ms          18074725ms      18084071ms
 2406)      5             9            13227             6067ms          18084121ms      18090188ms
 2407)      5             9            38052             2966ms          18090238ms      18093204ms
 2408)      5             9            56917             3925ms          18093254ms      18097179ms
 2409)      5             9            31512            13008ms          18097229ms      18110237ms
 2410)      5             9            50565             5746ms          18110287ms      18116033ms
 2411)      5             9            51848            10956ms          18116083ms      18127039ms
 2412)      5             9            16988            13437ms          18127089ms      18140526ms
 2413)      5             9            18162             2991ms          18140576ms      18143567ms
 2414)      5             9            45874            11603ms          18143617ms      18155220ms
 2415)      5             9            63527            15963ms          18155270ms      18171233ms
 2416)      5             9              369             4914ms          18171283ms      18176197ms
 2417)      5             9            23412            10492ms          18176247ms      18186739ms
 2418)      5             9            24385             4919ms          18186789ms      18191708ms
 2419)      5             9            20790            14798ms          18191758ms      18206556ms
