SINGLE-THREADING SIMULATION TABLE
Task #      Echelon      Priority      Request Code      Total Time      Start Time      End Time
 2039)      3             1            61500              647ms          10166332ms      10166979ms
 2040)      3             1            58549             4090ms          10167029ms      10171119ms
 2041)      3             1            12854             7509ms          10171169ms      10178678ms
 2042)      3             1            37538             2367ms          10178728ms      10181095ms
 2043)      3             1            41195              554ms          10181145ms      10181699ms
 2044)      3             1            62340             3606ms          10181749ms      10185355ms
 2045)      3             1            18975             4383ms          10185405ms      10189788ms
 2046)      3             1            49055             8571ms          10189838ms      10198409ms
 2047)      3             1             2653             4920ms          10198459ms      10203379ms
 2048)      3             1            16206             8648ms          10203429ms      10212077ms
 2049)      3             1            60922             8621ms          10212127ms      10220748ms
 2050)      3             1            23329             6715ms          10220798ms      10227513ms
 2051)      3             1             1505             3023ms          10227563ms      10230586ms
 2052)      3             1             3321              775ms          10230636ms      10231411ms
 2053)      3             1             7982             2193ms          10231461ms      10233654ms
 2054)      3             1            47352             9059ms          10233704ms      10242763ms
 2055)      3             1            16682             6190ms          10242813ms      10249003ms
 2056)      3             1            37519             5206ms          10249053ms      10254259ms
 2057)      3             1            16721             5802ms          10254309ms      10260111ms
 2058)      3             1            23458              922ms          10260161ms      10261083ms
 2059)      3             1            26443             5064ms          10261133ms      10266197ms
 2060)      3             1            33875             7552ms          10266247ms      10273799ms
 2061)      3             1            15273             7426ms          10273849ms      10281275ms
 2062)      3             1             4990             7653ms          10281325ms      10288978ms
 2063)      3             1             7961             2674ms          10289028ms      10291702ms
 2064)      3             1            24601             2997ms          10291752ms      10294749ms
 2065)      3             1             8856             4503ms          10294799ms      10299302ms
 2066)      3             1            63802             8278ms          10299352ms      10307630ms
 2067)      3             1            18768             5808ms          10307680ms      10313488ms
 2068)      3             1            59857              532ms          10313538ms      10314070ms
 2069)      3             1            19978             3489ms          10314120ms      10317609ms
 2070)      3             1            34782             5367ms          10317659ms      10323026ms
 2071)      3             1            30330             6505ms          10323076ms      10329581ms
 2072)      3             1             4814             2400ms          10329631ms      10332031ms
 2073)      3             1            20369             7268ms          10332081ms      10339349ms
 2074)      3             1            47676             6500ms          10339399ms      10345899ms
 2075)      3             1             1640             5232ms          10345949ms      10351181ms
 2076)      3             1             4455             8341ms          10351231ms      10359572ms
 2077)      3             1            22574              928ms          10359622ms      10360550ms
 2078)      3             1            19081             9794ms          10360600ms      10370394ms
 2079)      3             1            55662             9491ms          10370444ms      10379935ms
 2080)      3             1             5679             2986ms          10379985ms      10382971ms
 2081)      3             1            10661             9544ms          10383021ms      10392565ms
 2082)      3             1             1716             9288ms          10392615ms      10401903ms
 2083)      3             1            24752             5242ms          10401953ms      10407195ms
 2084)      3             1            56713             4607ms          10407245ms      10411852ms
 2085)      3             1            51788             4915ms          10411902ms      10416817ms
 2086)      3             1            15748             3311ms          10416867ms      10420178ms
 2087)      3             1            39656             3627ms          10420228ms      10423855ms
 2088)      3             1            53708             1409ms          10423905ms      10425314ms
 2089)      3             1            17353             4212ms          10425364ms      10429576ms
 2090)      3             1             7655             9959ms          10429626ms      10439585ms
 2091)      3             1            18299             4604ms          10439635ms      10444239ms
 2092)      3             1            35395             9065ms          10444289ms      10453354ms
 2093)      3             1            18930             7770ms          10453404ms      10461174ms
 2094)      3             1            47305             1437ms          10461224ms      10462661ms
 2095)      3             1             2961             2551ms          10462711ms      10465262ms
 2096)      3             1            62986             9239ms          10465312ms      10474551ms
 2097)      3             1            42830             9504ms          10474601ms      10484105ms
 2098)      3             1            12679             6037ms          10484155ms      10490192ms
 2099)      3             1            20012             3301ms          10490242ms      10493543ms
 2100)      3             1            54939             5065ms          10493593ms      10498658ms
 2101)      3             1            31499             2223ms          10498708ms      10500931ms
 2102)      3             1            38008             9766ms          10500981ms      10510747ms
 2103)      3             1            58500             2273ms          10510797ms      10513070ms
 2104)      3             2             2285             8153ms          10513120ms      10521273ms
 2105)      3             2            47069             6131ms          10521323ms      10527454ms
 2106)      3             2            21803             7535ms          10527504ms      10535039ms
 2107)      3             2             2827             7389ms          10535089ms      10542478ms
 2108)      3             2            17543             1355ms          10542528ms      10543883ms
 2109)      3             2             7702             4905ms          10543933ms      10548838ms
 2110)      3             2            23729             1260ms          10548888ms      10550148ms
 2111)      3             2            27937             1957ms          10550198ms      10552155ms
 2112)      3             2            64579             7663ms          10552205ms      10559868ms
 2113)      3             2            46674             6178ms          10559918ms      10566096ms
 2114)      3             2            31068             2488ms          10566146ms      10568634ms
 2115)      3             2            26462             4420ms          10568684ms      10573104ms
 2116)      3             2            21716             3521ms          10573154ms      10576675ms
 2117)      3             2            56451             2335ms          10576725ms      10579060ms
 2118)      3             2            44734             1379ms          10579110ms      10580489ms
 2119)      3             2            51245             4993ms          10580539ms      10585532ms
 2120)      3             2            45114             3763ms          10585582ms      10589345ms
 2121)      3             2            56971             2959ms          10589395ms      10592354ms
 2122)      3             2            44479             6624ms          10592404ms      10599028ms
 2123)      3             2            40794             3937ms          10599078ms      10603015ms
 2124)      3             2            57955             9169ms          10603065ms      10612234ms
 2125)      3             2            16317             7863ms          10612284ms      10620147ms
 2126)      3             2            14723             9277ms          10620197ms      10629474ms
 2127)      3             2            17089             6997ms          10629524ms      10636521ms
 2128)      3             2            13796             6816ms          10636571ms      10643387ms
 2129)      3             2            35906             6192ms          10643437ms      10649629ms
 2130)      3             2            60860             6454ms          10649679ms      10656133ms
 2131)      3             2            52004              391ms          10656183ms      10656574ms
 2132)      3             2            61652             9324ms          10656624ms      10665948ms
 2133)      3             2             5466             1431ms          10665998ms      10667429ms
 2134)      3             2             6098             4379ms          10667479ms      10671858ms
 2135)      3             2             6814               12ms          10671908ms      10671920ms
 2136)      3             2            20759             9433ms          10671970ms      10681403ms
 2137)      3             2            21173             7163ms          10681453ms      10688616ms
 2138)      3             2            54488             4034ms          10688666ms      10692700ms
 2139)      3             2            60339             9254ms          10692750ms      10702004ms
 2140)      3             2            25527             4109ms          10702054ms      10706163ms
 2141)      3             2            10065             4422ms          10706213ms      10710635ms
 2142)      3             2            58624             5841ms          10710685ms      10716526ms
 2143)      3             2            57787             5920ms          10716576ms      10722496ms
 2144)      3             2             6653             8732ms          10722546ms      10731278ms
 2145)      3             2            18176             6553ms          10731328ms      10737881ms
 2146)      3             2            30177             4410ms          10737931ms      10742341ms
 2147)      3             2            57645             8951ms          10742391ms      10751342ms
 2148)      3             2             4515              685ms          10751392ms      10752077ms
 2149)      3             2             7898             2181ms          10752127ms      10754308ms
 2150)      3             2            12079             6975ms          10754358ms      10761333ms
 2151)      3             2            37355             1918ms          10761383ms      10763301ms
 2152)      3             2            47298             1544ms          10763351ms      10764895ms
 2153)      3             2             7553             2631ms          10764945ms      10767576ms
 2154)      3             2            29664             4345ms          10767626ms      10771971ms
 2155)      3             2            29823             4728ms          10772021ms      10776749ms
 2156)      3             2            63288             9901ms          10776799ms      10786700ms
 2157)      3             2            46999              519ms          10786750ms      10787269ms
 2158)      3             2            41352             9024ms          10787319ms      10796343ms
 2159)      3             2            31210             2084ms          10796393ms      10798477ms
 2160)      3             2             5205             7709ms          10798527ms      10806236ms
 2161)      3             2            11684             4400ms          10806286ms      10810686ms
 2162)      3             2            12901             9633ms          10810736ms      10820369ms
 2163)      3             2            55932             1722ms          10820419ms      10822141ms
 2164)      3             2            22880             7267ms          10822191ms      10829458ms
 2165)      3             2             1276             1254ms          10829508ms      10830762ms
 2166)      3             2            22583             9973ms          10830812ms      10840785ms
 2167)      3             2            44689              774ms          10840835ms      10841609ms
 2168)      3             2             8355             8127ms          10841659ms      10849786ms
 2169)      3             2             9204             3145ms          10849836ms      10852981ms
 2170)      3             2            52829             8017ms          10853031ms      10861048ms
 2171)      3             2            56311             4934ms          10861098ms      10866032ms
 2172)      3             2            38150             2639ms          10866082ms      10868721ms
 2173)      3             2            52761             8607ms          10868771ms      10877378ms
 2174)      3             2            10839             5453ms          10877428ms      10882881ms
 2175)      3             2            48653             1903ms          10882931ms      10884834ms
 2176)      3             2            21995             4013ms          10884884ms      10888897ms
 2177)      3             2            39159             8996ms          10888947ms      10897943ms
 2178)      3             2            56041             2663ms          10897993ms      10900656ms
 2179)      3             2            24015             6207ms          10900706ms      10906913ms
 2180)      3             2            11765             2260ms          10906963ms      10909223ms
 2181)      3             2            49428              572ms          10909273ms      10909845ms
 2182)      3             2              958             5125ms          10909895ms      10915020ms
 2183)      3             2            62345             2779ms          10915070ms      10917849ms
 2184)      3             2            64510             8023ms          10917899ms      10925922ms
 2185)      3             2            42391             4117ms          10925972ms      10930089ms
 2186)      3             2            45241             3916ms          10930139ms      10934055ms
 2187)      3             2            51095             1919ms          10934105ms      10936024ms
 2188)      3             2            58724             6155ms          10936074ms      10942229ms
 2189)      3             2            20029             3299ms          10942279ms      10945578ms
 2190)      3             2            61787             5600ms          10945628ms      10951228ms
 2191)      3             2            17672              131ms          10951278ms      10951409ms
 2192)      3             2            51806             8092ms          10951459ms      10959551ms
 2193)      3             2            59585             4976ms          10959601ms      10964577ms
 2194)      3             2            24251             5324ms          10964627ms      10969951ms
 2195)      3             2            65110             5819ms          10970001ms      10975820ms
 2196)      3             2            12759             1545ms          10975870ms      10977415ms
 2197)      3             2            43131             5494ms          10977465ms      10982959ms
 2198)      3             2            56643             1706ms          10983009ms      10984715ms
 2199)      3             2            15957             6970ms          10984765ms      10991735ms
 2200)      3             2            53793             1104ms          10991785ms      10992889ms
 2201)      3             2             6408             6033ms          10992939ms      10998972ms
 2202)      3             2            36115             6580ms          10999022ms      11005602ms
 2203)      3             2             7702             8414ms          11005652ms      11014066ms
 2204)      3             2            46967             8716ms          11014116ms      11022832ms
 2205)      3             2            29830             8516ms          11022882ms      11031398ms
 2206)      3             2            54550              103ms          11031448ms      11031551ms
 2207)      3             2            24266              512ms          11031601ms      11032113ms
 2208)      3             2            11800             7477ms          11032163ms      11039640ms
 2209)      3             2            49893             5564ms          11039690ms      11045254ms
 2210)      3             2            11239             9360ms          11045304ms      11054664ms
 2211)      3             2            56898             3329ms          11054714ms      11058043ms
 2212)      3             2            57233             4971ms          11058093ms      11063064ms
 2213)      3             2            52381              420ms          11063114ms      11063534ms
 2214)      3             2            32858             2777ms          11063584ms      11066361ms
 2215)      3             2              676             9386ms          11066411ms      11075797ms
 2216)      3             2            42614             7140ms          11075847ms      11082987ms
 2217)      3             2            43161             6170ms          11083037ms      11089207ms
 2218)      3             2            30106             4066ms          11089257ms      11093323ms
 2219)      3             2            21777             5573ms          11093373ms      11098946ms
 2220)      3             2            11937             9794ms          11098996ms      11108790ms
 2221)      3             2            25554              164ms          11108840ms      11109004ms
 2222)      3             2            28836              900ms          11109054ms      11109954ms
 2223)      3             2            27575             3399ms          11110004ms      11113403ms
 2224)      3             2            49922             2905ms          11113453ms      11116358ms
 2225)      3             2            65170             8064ms          11116408ms      11124472ms
 2226)      3             3            25671             5229ms          11124522ms      11129751ms
 2227)      3             3            20273             2368ms          11129801ms      11132169ms
 2228)      3             3            44319             9302ms          11132219ms      11141521ms
 2229)      3             3            56308             1505ms          11141571ms      11143076ms
 2230)      3             3            43264              491ms          11143126ms      11143617ms
 2231)      3             3            38839             6349ms          11143667ms      11150016ms
 2232)      3             3            42789             2904ms          11150066ms      11152970ms
 2233)      3             3             8641             8410ms          11153020ms      11161430ms
 2234)      3             3            27013             9093ms          11161480ms      11170573ms
 2235)      3             3            37954             8665ms          11170623ms      11179288ms
 2236)      3             3            21445             8206ms          11179338ms      11187544ms
 2237)      3             3             1357             2466ms          11187594ms      11190060ms
 2238)      3             3            24647             7444ms          11190110ms      11197554ms
 2239)      3             3            35126             8023ms          11197604ms      11205627ms
 2240)      3             3            45636             4801ms          11205677ms      11210478ms
 2241)      3             3            11320              241ms          11210528ms      11210769ms
 2242)      3             3            59147             4006ms          11210819ms      11214825ms
 2243)      3             3            58975             2121ms          11214875ms      11216996ms
 2244)      3             3            29377             9545ms          11217046ms      11226591ms
 2245)      3             3            61808             7570ms          11226641ms      11234211ms
 2246)      3             3            36092             3623ms          11234261ms      11237884ms
 2247)      3             3            23857             3291ms          11237934ms      11241225ms
 2248)      3             3            22922             4710ms          11241275ms      11245985ms
 2249)      3             3            36293             2787ms          11246035ms      11248822ms
 2250)      3             3            32370             2586ms          11248872ms      11251458ms
 2251)      3             3            50159             7951ms          11251508ms      11259459ms
 2252)      3             3            53340             9544ms          11259509ms      11269053ms
 2253)      3             3             1288             8776ms          11269103ms      11277879ms
 2254)      3             3            13299             8937ms          11277929ms      11286866ms
 2255)      3             3            14188             1160ms          11286916ms      11288076ms
 2256)      3             3            56391             2798ms          11288126ms      11290924ms
 2257)      3             3             4949             3356ms          11290974ms      11294330ms
 2258)      3             3            16476             5091ms          11294380ms      11299471ms
 2259)      3             3            10320             5512ms          11299521ms      11305033ms
 2260)      3             3            54604             7022ms          11305083ms      11312105ms
 2261)      3             3            58582             7227ms          11312155ms      11319382ms
 2262)      3             3             9409             1442ms          11319432ms      11320874ms
 2263)      3             3            44958             4857ms          11320924ms      11325781ms
 2264)      3             3            58862             2435ms          11325831ms      11328266ms
 2265)      3             3            41491             8892ms          11328316ms      11337208ms
 2266)      3             3             7833             9722ms          11337258ms      11346980ms
 2267)      3             3            44547             6878ms          11347030ms      11353908ms
 2268)      3             3            24026             9848ms          11353958ms      11363806ms
 2269)      3             3            51015             4587ms          11363856ms      11368443ms
 2270)      3             3            41258             8511ms          11368493ms      11377004ms
 2271)      3             3            10939              451ms          11377054ms      11377505ms
 2272)      3             3            59720             2262ms          11377555ms      11379817ms
 2273)      3             3            64072             6295ms          11379867ms      11386162ms
 2274)      3             3             8171             4933ms          11386212ms      11391145ms
 2275)      3             3             8578               90ms          11391195ms      11391285ms
 2276)      3             3            36631             3459ms          11391335ms      11394794ms
 2277)      3             3            34780             8169ms          11394844ms      11403013ms
 2278)      3             3            18269             2377ms          11403063ms      11405440ms
 2279)      3             3            32907             7427ms          11405490ms      11412917ms
 2280)      3             3             2336             1731ms          11412967ms      11414698ms
 2281)      3             3            11595             3078ms          11414748ms      11417826ms
 2282)      3             3            57147             3436ms          11417876ms      11421312ms
 2283)      3             3            64219             9071ms          11421362ms      11430433ms
 2284)      3             3            62973             7362ms          11430483ms      11437845ms
 2285)      3             3            41212             8829ms          11437895ms      11446724ms
 2286)      3             3            45027             4045ms          11446774ms      11450819ms
 2287)      3             3            23194             3144ms          11450869ms      11454013ms
 2288)      3             3            61423             4212ms          11454063ms      11458275ms
 2289)      3             3            18325             7527ms          11458325ms      11465852ms
 2290)      3             3             2564             3906ms          11465902ms      11469808ms
 2291)      3             3            43826             1306ms          11469858ms      11471164ms
 2292)      3             3            54262             6790ms          11471214ms      11478004ms
 2293)      3             3             2753             3004ms          11478054ms      11481058ms
 2294)      3             3            56765             7666ms          11481108ms      11488774ms
 2295)      3             3            62458             4530ms          11488824ms      11493354ms
 2296)      3             3            62718             5622ms          11493404ms      11499026ms
 2297)      3             3             4208             2948ms          11499076ms      11502024ms
 2298)      3             3            65077             4717ms          11502074ms      11506791ms
 2299)      3             3             8570             3652ms          11506841ms      11510493ms
 2300)      3             3            18411             9852ms          11510543ms      11520395ms
 2301)      3             3            27343             8672ms          11520445ms      11529117ms
 2302)      3             3            23649             3389ms          11529167ms      11532556ms
 2303)      3             3            60504             3218ms          11532606ms      11535824ms
 2304)      3             3            21276             2695ms          11535874ms      11538569ms
 2305)      3             3            48334             8982ms          11538619ms      11547601ms
 2306)      3             3            53717             2638ms          11547651ms      11550289ms
 2307)      3             3            22796               23ms          11550339ms      11550362ms
 2308)      3             3            14299             6315ms          11550412ms      11556727ms
 2309)      3             3             9996             7293ms          11556777ms      11564070ms
 2310)      3             3            40541             9389ms          11564120ms      11573509ms
 2311)      3             3            10666             1425ms          11573559ms      11574984ms
 2312)      3             3            38747             7181ms          11575034ms      11582215ms
 2313)      3             3            49862             9507ms          11582265ms      11591772ms
 2314)      3             3            30630              408ms          11591822ms      11592230ms
 2315)      3             3            37078             1071ms          11592280ms      11593351ms
 2316)      3             3             6760             7931ms          11593401ms      11601332ms
 2317)      3             3             5888             6757ms          11601382ms      11608139ms
 2318)      3             3             4693             3203ms          11608189ms      11611392ms
 2319)      3             3            47547             9388ms          11611442ms      11620830ms
 2320)      3             3             5134              332ms          11620880ms      11621212ms
 2321)      3             3            33038             3980ms          11621262ms      11625242ms
 2322)      3             3             4338             1871ms          11625292ms      11627163ms
 2323)      3             3            15432             7126ms          11627213ms      11634339ms
 2324)      3             3            59788             7265ms          11634389ms      11641654ms
 2325)      3             3            53373             9591ms          11641704ms      11651295ms
 2326)      3             4            54505             1569ms          11651345ms      11652914ms
 2327)      3             4            49482             1834ms          11652964ms      11654798ms
 2328)      3             4            40507             4680ms          11654848ms      11659528ms
 2329)      3             4            56551             9960ms          11659578ms      11669538ms
 2330)      3             4            48142             5676ms          11669588ms      11675264ms
 2331)      3             4            32368             9372ms          11675314ms      11684686ms
 2332)      3             4             5467             6220ms          11684736ms      11690956ms
 2333)      3             4            38605             3899ms          11691006ms      11694905ms
 2334)      3             4            19623             6759ms          11694955ms      11701714ms
 2335)      3             4            24318             9057ms          11701764ms      11710821ms
 2336)      3             4             6911             3478ms          11710871ms      11714349ms
 2337)      3             4            16768             7992ms          11714399ms      11722391ms
 2338)      3             4            27253             4391ms          11722441ms      11726832ms
 2339)      3             4            21224             8082ms          11726882ms      11734964ms
 2340)      3             4            52602             8712ms          11735014ms      11743726ms
 2341)      3             4            59188             7760ms          11743776ms      11751536ms
 2342)      3             4            24270             8937ms          11751586ms      11760523ms
 2343)      3             4            13165              178ms          11760573ms      11760751ms
 2344)      3             4            52301             2392ms          11760801ms      11763193ms
 2345)      3             4            35581             1320ms          11763243ms      11764563ms
 2346)      3             4            61103             2904ms          11764613ms      11767517ms
 2347)      3             4            58175             7810ms          11767567ms      11775377ms
 2348)      3             4            57897             1131ms          11775427ms      11776558ms
 2349)      3             4            34344             6397ms          11776608ms      11783005ms
 2350)      3             4            24347             8050ms          11783055ms      11791105ms
 2351)      3             4            38362             2621ms          11791155ms      11793776ms
 2352)      3             4            13197             6312ms          11793826ms      11800138ms
 2353)      3             4              412             2709ms          11800188ms      11802897ms
 2354)      3             4            55441             1070ms          11802947ms      11804017ms
 2355)      3             4            41450             1972ms          11804067ms      11806039ms
 2356)      3             4            57720             8702ms          11806089ms      11814791ms
 2357)      3             4            36465             3617ms          11814841ms      11818458ms
 2358)      3             4            40575              613ms          11818508ms      11819121ms
 2359)      3             4            59733             5267ms          11819171ms      11824438ms
 2360)      3             4            65404             5422ms          11824488ms      11829910ms
 2361)      3             4             1708             2048ms          11829960ms      11832008ms
 2362)      3             4            53642              648ms          11832058ms      11832706ms
 2363)      3             4            62919             5957ms          11832756ms      11838713ms
 2364)      3             4            22826             7738ms          11838763ms      11846501ms
 2365)      3             4            18638             2742ms          11846551ms      11849293ms
 2366)      3             4             8481             4769ms          11849343ms      11854112ms
 2367)      3             4            27820             6061ms          11854162ms      11860223ms
 2368)      3             4            22445             4923ms          11860273ms      11865196ms
 2369)      3             4            29294             9446ms          11865246ms      11874692ms
 2370)      3             4            22965             9624ms          11874742ms      11884366ms
 2371)      3             4            58544             5968ms          11884416ms      11890384ms
 2372)      3             4            39706             8209ms          11890434ms      11898643ms
 2373)      3             4            20221             3525ms          11898693ms      11902218ms
 2374)      3             4             9779             8346ms          11902268ms      11910614ms
 2375)      3             4            25587             8311ms          11910664ms      11918975ms
 2376)      3             4            39978             1908ms          11919025ms      11920933ms
 2377)      3             4            57353             8058ms          11920983ms      11929041ms
 2378)      3             4            40818             2279ms          11929091ms      11931370ms
 2379)      3             4            50329              477ms          11931420ms      11931897ms
 2380)      3             4            63228             8724ms          11931947ms      11940671ms
 2381)      3             4            13279             3119ms          11940721ms      11943840ms
 2382)      3             4            49997             3692ms          11943890ms      11947582ms
 2383)      3             4            43877              852ms          11947632ms      11948484ms
 2384)      3             4            19581             5074ms          11948534ms      11953608ms
 2385)      3             4            28709             5516ms          11953658ms      11959174ms
 2386)      3             4            42146             6531ms          11959224ms      11965755ms
 2387)      3             4            59895             3572ms          11965805ms      11969377ms
 2388)      3             4            28706             7032ms          11969427ms      11976459ms
 2389)      3             4            41383             3885ms          11976509ms      11980394ms
 2390)      3             4            64552             3830ms          11980444ms      11984274ms
 2391)      3             4            40431             2563ms          11984324ms      11986887ms
 2392)      3             4            29321             8289ms          11986937ms      11995226ms
 2393)      3             4            63635             1458ms          11995276ms      11996734ms
 2394)      3             4            14259             7042ms          11996784ms      12003826ms
 2395)      3             4            39457             6703ms          12003876ms      12010579ms
 2396)      3             4            48866             9254ms          12010629ms      12019883ms
 2397)      3             4             7927             1675ms          12019933ms      12021608ms
 2398)      3             4            45191             6684ms          12021658ms      12028342ms
 2399)      3             4            49138             4654ms          12028392ms      12033046ms
 2400)      3             4             8428              414ms          12033096ms      12033510ms
 2401)      3             4               81             4607ms          12033560ms      12038167ms
 2402)      3             4            50331             6394ms          12038217ms      12044611ms
 2403)      3             4            11992             1750ms          12044661ms      12046411ms
 2404)      3             4            53436             1274ms          12046461ms      12047735ms
 2405)      3             4            38162             2693ms          12047785ms      12050478ms
 2406)      3             4            40623             1118ms          12050528ms      12051646ms
 2407)      3             4            23197             9727ms          12051696ms      12061423ms
 2408)      3             4             5816             8006ms          12061473ms      12069479ms
 2409)      3             4            20438             4928ms          12069529ms      12074457ms
 2410)      3             4            37444             4853ms          12074507ms      12079360ms
 2411)      3             4            10346             7674ms          12079410ms      12087084ms
 2412)      3             4            19732             3677ms          12087134ms      12090811ms
 2413)      3             4            10660             5067ms          12090861ms      12095928ms
 2414)      3             4             4525              346ms          12095978ms      12096324ms
 2415)      3             4            20772             6641ms          12096374ms      12103015ms
 2416)      3             4            27023             5048ms          12103065ms      12108113ms
 2417)      3             4            64270             6391ms          12108163ms      12114554ms
 2418)      3             4            31194             5798ms          12114604ms      12120402ms
 2419)      3             4            58964             5719ms          12120452ms      12126171ms
 2420)      3             4            32317             8320ms          12126221ms      12134541ms
 2421)      3             4            61545             9574ms          12134591ms      12144165ms
 2422)      3             4            13443              814ms          12144215ms      12145029ms
 2423)      3             4            56111              864ms          12145079ms      12145943ms
 2424)      3             4            64471             7649ms          12145993ms      12153642ms
 2425)      3             4            58752             9369ms          12153692ms      12163061ms
 2426)      3             5            50111             7962ms          12163111ms      12171073ms
 2427)      3             5              743             5956ms          12171123ms      12177079ms
 2428)      3             5            60570             7922ms          12177129ms      12185051ms
 2429)      3             5            60249             1504ms          12185101ms      12186605ms
 2430)      3             5            55237             1360ms          12186655ms      12188015ms
 2431)      3             5            54305             7498ms          12188065ms      12195563ms
 2432)      3             5             3574             3977ms          12195613ms      12199590ms
 2433)      3             5             3006             6282ms          12199640ms      12205922ms
 2434)      3             5            45589             9762ms          12205972ms      12215734ms
 2435)      3             5            35198             4564ms          12215784ms      12220348ms
 2436)      3             5            12370             1241ms          12220398ms      12221639ms
 2437)      3             5            63746             4108ms          12221689ms      12225797ms
 2438)      3             5            48967             9521ms          12225847ms      12235368ms
 2439)      3             5            57629             8008ms          12235418ms      12243426ms
 2440)      3             5            29528              176ms          12243476ms      12243652ms
 2441)      3             5             2233             1658ms          12243702ms      12245360ms
 2442)      3             5            53949             1461ms          12245410ms      12246871ms
 2443)      3             5            39505             1614ms          12246921ms      12248535ms
 2444)      3             5            45732              878ms          12248585ms      12249463ms
 2445)      3             5            48678             4459ms          12249513ms      12253972ms
 2446)      3             5            57227             2834ms          12254022ms      12256856ms
 2447)      3             5            31257             1895ms          12256906ms      12258801ms
 2448)      3             5            21982             6151ms          12258851ms      12265002ms
 2449)      3             5            10101             3955ms          12265052ms      12269007ms
 2450)      3             5             4320             7752ms          12269057ms      12276809ms
 2451)      3             5             3083             9386ms          12276859ms      12286245ms
 2452)      3             5            57783             6138ms          12286295ms      12292433ms
 2453)      3             5            20303             5047ms          12292483ms      12297530ms
 2454)      3             5            55910             2659ms          12297580ms      12300239ms
 2455)      3             5            37943             7711ms          12300289ms      12308000ms
 2456)      3             5              428             6918ms          12308050ms      12314968ms
 2457)      3             5              244             7133ms          12315018ms      12322151ms
 2458)      3             5            13942             8649ms          12322201ms      12330850ms
 2459)      3             5            29855             7471ms          12330900ms      12338371ms
 2460)      3             5            44531             3487ms          12338421ms      12341908ms
 2461)      3             5            48160              992ms          12341958ms      12342950ms
 2462)      3             5            17038             2126ms          12343000ms      12345126ms
 2463)      3             5             9204             1442ms          12345176ms      12346618ms
 2464)      3             5            29989             4609ms          12346668ms      12351277ms
 2465)      3             5            39643             6695ms          12351327ms      12358022ms
 2466)      3             5            31353             1647ms          12358072ms      12359719ms
 2467)      3             5            52170             7334ms          12359769ms      12367103ms
 2468)      3             5             4902             3656ms          12367153ms      12370809ms
 2469)      3             5            10694             3208ms          12370859ms      12374067ms
 2470)      3             5            47515             3054ms          12374117ms      12377171ms
 2471)      3             5            48514              892ms          12377221ms      12378113ms
 2472)      3             5            55608              371ms          12378163ms      12378534ms
 2473)      3             5            37251             3360ms          12378584ms      12381944ms
 2474)      3             5            35104             2712ms          12381994ms      12384706ms
 2475)      3             5            18425             8190ms          12384756ms      12392946ms
 2476)      3             5            58933             3802ms          12392996ms      12396798ms
 2477)      3             5            52355             5092ms          12396848ms      12401940ms
 2478)      3             5            16238             9492ms          12401990ms      12411482ms
 2479)      3             5            19016             7590ms          12411532ms      12419122ms
 2480)      3             5            54999             3151ms          12419172ms      12422323ms
 2481)      3             5            52212             5920ms          12422373ms      12428293ms
 2482)      3             5            47165              980ms          12428343ms      12429323ms
 2483)      3             5            44882             3690ms          12429373ms      12433063ms
 2484)      3             5              698             8156ms          12433113ms      12441269ms
 2485)      3             5            50486             2084ms          12441319ms      12443403ms
 2486)      3             5            61137              497ms          12443453ms      12443950ms
 2487)      3             5            55209             9281ms          12444000ms      12453281ms
 2488)      3             5            55978             2990ms          12453331ms      12456321ms
